id,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
1518,1,1,1,2,0,0,0,1,0.36,0.3333,0.37,0.2836,
1519,4,1,9,15,0,6,0,1,0.6,0.6212,0.43,0.2537,
1520,2,0,4,13,0,5,1,3,0.34,0.3333,0.87,0.194,
1521,3,1,8,23,0,3,1,1,0.64,0.5758,0.83,0,
1522,2,1,4,22,0,4,1,1,0.42,0.4242,0.35,0.194,
1523,3,1,8,14,0,4,1,1,0.82,0.7121,0.32,0,
1524,3,0,7,9,0,0,0,1,0.72,0.6667,0.58,0.2239,
1525,3,0,6,23,0,2,1,1,0.7,0.6515,0.7,0.2836,
1526,2,1,6,22,0,3,1,1,0.82,0.7576,0.46,0.1045,
1527,1,1,3,13,0,4,1,2,0.6,0.6212,0.49,0.6418,
1528,2,1,6,23,0,0,0,1,0.58,0.5455,0.53,0.1045,
1529,2,1,4,15,0,6,0,2,0.64,0.6212,0.27,0.3582,
1530,1,0,12,5,0,5,1,1,0.22,0.2576,0.75,0.0896,
1531,3,1,8,17,0,4,1,1,0.76,0.6818,0.45,0.2239,
1532,2,1,4,19,0,1,1,1,0.52,0.5,0.34,0.3582,
1533,1,1,2,21,0,6,0,3,0.24,0.2424,0.93,0.1343,
1534,4,0,10,21,0,2,1,2,0.58,0.5455,0.78,0.194,
1535,2,0,4,15,0,3,1,1,0.52,0.5,0.32,0.3284,
1536,4,0,9,13,0,5,1,2,0.66,0.6212,0.47,0.3284,
1537,2,0,4,12,0,0,0,1,0.44,0.4394,0.38,0.2836,
1538,3,0,9,20,0,2,1,3,0.54,0.5152,0.88,0.2985,
1539,1,1,2,7,0,2,1,1,0.28,0.2576,0.45,0.2985,
1540,1,1,2,15,0,5,1,3,0.4,0.4091,0.87,0.194,
1541,1,0,1,8,0,4,1,1,0.22,0.2121,0.55,0.2836,
1542,3,1,7,14,1,3,0,1,0.9,0.8182,0.37,0.1642,
1543,2,1,5,11,0,1,1,2,0.6,0.5606,0.83,0.1642,
1544,3,1,8,19,0,5,1,2,0.72,0.6667,0.58,0.1642,
1545,4,0,11,19,0,2,1,2,0.5,0.4848,0.72,0.3582,
1546,4,0,11,15,0,0,0,2,0.52,0.5,0.68,0.194,
1547,4,1,10,1,0,0,0,1,0.44,0.4394,0.54,0.2239,
1548,4,0,12,4,0,2,1,1,0.2,0.2576,0.8,0,
1549,4,1,11,17,0,4,1,3,0.4,0.4091,0.5,0.2239,
1550,4,0,11,14,0,0,0,2,0.54,0.5152,0.28,0.4925,
1551,1,0,1,15,0,6,0,2,0.32,0.3182,0.36,0.194,
1552,3,1,7,21,0,1,1,1,0.72,0.6818,0.7,0.194,
1553,4,1,11,14,0,5,1,1,0.5,0.4848,0.36,0.2537,
1554,2,0,5,3,0,5,1,2,0.5,0.4848,0.88,0.1343,
1555,1,1,1,10,0,6,0,3,0.16,0.1515,0.93,0.2537,
1556,2,0,6,15,0,3,1,1,0.9,0.8333,0.39,0.2985,
1557,2,0,4,9,0,1,1,2,0.5,0.4848,0.55,0.1045,
1558,4,1,10,6,0,2,1,3,0.58,0.5455,0.83,0.1045,
1559,1,0,3,5,0,0,0,1,0.36,0.3485,0.62,0.1343,
1560,3,1,9,5,0,4,1,1,0.44,0.4394,0.77,0.1045,
1561,4,1,11,4,0,0,0,1,0.32,0.3333,0.81,0.1045,
1562,4,1,10,1,0,1,1,1,0.4,0.4091,0.71,0,
1563,1,0,2,4,0,4,1,2,0.14,0.1364,0.59,0.2239,
1564,1,1,12,18,0,6,0,1,0.3,0.2424,0.7,0.194,
1565,1,1,1,2,0,0,0,2,0.18,0.1667,0.74,0.2836,
1566,3,0,8,20,0,5,1,1,0.72,0.6515,0.42,0.2239,
1567,3,1,7,22,0,0,0,1,0.72,0.697,0.74,0.1045,
1568,3,1,8,13,0,4,1,1,0.76,0.6818,0.48,0.1045,
1569,4,1,11,0,0,2,1,1,0.32,0.3333,0.7,0.1343,
1570,4,0,9,7,0,3,1,3,0.6,0.5152,0.94,0.1642,
1571,1,1,1,3,0,6,0,1,0.14,0.1667,0.54,0.1045,
1572,1,0,1,18,0,0,0,1,0.2,0.2121,0.4,0.1642,
1573,4,1,11,17,0,0,0,2,0.38,0.3939,0.66,0.2537,
1574,3,0,7,10,0,2,1,1,0.8,0.697,0.31,0.2239,
1575,4,0,10,13,0,2,1,2,0.64,0.6212,0.38,0.194,
1576,2,0,5,20,0,6,0,1,0.56,0.5303,0.43,0.1343,
1577,1,1,12,17,0,3,1,3,0.26,0.2273,0.93,0.3582,
1578,1,1,1,21,0,3,1,3,0.34,0.3182,0.87,0.2239,
1579,1,0,1,4,0,6,0,2,0.02,0.0152,0.48,0.2985,
1580,4,0,11,13,0,0,0,2,0.54,0.5152,0.6,0.194,
1581,4,1,10,15,0,6,0,1,0.5,0.4848,0.36,0.194,
1582,3,1,7,7,0,1,1,1,0.74,0.6667,0.51,0.1045,
1583,1,1,3,2,0,2,1,1,0.2,0.197,0.44,0.2239,
1584,1,1,2,2,0,0,0,1,0.24,0.2121,0.44,0.3284,
1585,1,0,1,15,0,0,0,1,0.22,0.197,0.35,0.3582,
1586,1,1,2,7,0,6,0,3,0.22,0.2273,0.93,0.1343,
1587,2,1,4,21,0,0,0,1,0.62,0.6212,0.57,0.2537,
1588,1,1,3,20,0,4,1,1,0.44,0.4394,0.44,0.4179,
1589,2,1,5,9,0,1,1,3,0.56,0.5303,0.88,0.2239,
1590,4,0,11,13,0,3,1,1,0.48,0.4697,0.48,0.1642,
1591,4,1,12,20,0,3,1,1,0.36,0.3485,0.57,0.2239,
1592,3,0,7,6,1,1,0,1,0.64,0.5758,0.89,0.1642,
1593,3,1,8,6,0,5,1,1,0.66,0.6061,0.83,0.2239,
1594,1,1,1,3,0,3,1,1,0.22,0.2727,0.8,0,
1595,2,1,3,2,0,6,0,1,0.54,0.5152,0.77,0.1045,
1596,3,1,7,18,0,0,0,1,0.8,0.7121,0.41,0.2985,
1597,1,1,3,11,0,6,0,1,0.3,0.2727,0.33,0.3284,
1598,4,0,11,10,0,3,1,2,0.52,0.5,0.94,0.194,
1599,1,1,3,6,0,4,1,1,0.42,0.4242,0.77,0.2537,
1600,3,1,9,14,0,2,1,1,0.68,0.6212,0.3,0.0896,
1601,3,1,8,17,0,1,1,1,0.7,0.6515,0.58,0.2836,
1602,2,1,5,10,0,5,1,1,0.6,0.6212,0.46,0.1343,
1603,3,0,7,22,0,0,0,1,0.74,0.697,0.66,0.2239,
1604,1,0,1,17,0,2,1,1,0.28,0.2727,0.48,0.2239,
1605,1,0,1,6,0,6,0,2,0.16,0.1667,0.74,0.1642,
1606,1,1,1,20,0,5,1,1,0.34,0.303,0.53,0.3582,
1607,2,0,5,12,0,2,1,2,0.6,0.6212,0.38,0,
1608,1,0,3,6,0,3,1,2,0.3,0.3182,0.93,0.1045,
1609,2,1,4,4,0,5,1,1,0.34,0.3182,0.49,0.2537,
1610,2,1,4,12,0,0,0,1,0.54,0.5152,0.24,0.2537,
1611,3,0,8,21,0,1,1,1,0.7,0.6515,0.7,0.2537,
1612,3,1,8,6,0,6,0,2,0.64,0.5909,0.78,0.1642,
1613,1,0,2,0,0,3,1,1,0.14,0.1364,0.5,0.194,
1614,1,0,3,0,0,0,0,1,0.34,0.303,0.49,0.4179,
1615,1,1,2,14,0,6,0,1,0.44,0.4394,0.35,0.3582,
1616,1,1,1,18,0,0,0,3,0.46,0.4545,0.59,0.2537,
1617,4,1,12,0,0,4,1,2,0.28,0.2727,0.52,0.2239,
1618,4,1,12,1,0,2,1,2,0.44,0.4394,0.94,0.1343,
1619,1,1,1,18,0,6,0,1,0.42,0.4242,0.41,0.2239,
1620,1,0,3,9,0,5,1,1,0.22,0.2273,0.6,0.1343,
1621,3,1,9,19,0,5,1,1,0.74,0.6818,0.62,0.2836,
1622,1,0,3,17,0,3,1,2,0.44,0.4394,0.54,0.2985,
1623,4,0,12,8,0,1,1,1,0.2,0.197,0.75,0.194,
1624,1,0,1,23,0,0,0,1,0.22,0.2273,0.47,0.1642,
1625,3,1,9,14,0,0,0,3,0.72,0.697,0.79,0.0896,
1626,4,0,11,15,0,6,0,2,0.5,0.4848,0.42,0.1045,
1627,4,0,9,5,0,4,1,2,0.6,0.5455,0.88,0.1045,
1628,3,0,8,8,0,3,1,1,0.7,0.6515,0.54,0.1642,
1629,4,0,11,7,0,4,1,2,0.38,0.3939,0.94,0.1642,
1630,3,0,9,14,0,5,1,2,0.54,0.5152,0.45,0.1642,
1631,3,0,7,22,1,1,0,2,0.74,0.6818,0.62,0.1343,
1632,3,1,9,1,0,4,1,1,0.54,0.5152,0.77,0.0896,
1633,1,0,3,19,0,2,1,1,0.34,0.3485,0.31,0.1045,
1634,2,1,4,10,1,1,0,1,0.62,0.6061,0.69,0.2537,
1635,2,1,6,21,0,1,1,2,0.62,0.5909,0.73,0.1045,
1636,3,0,8,15,0,3,1,1,0.76,0.6818,0.48,0.4478,
1637,1,0,1,3,0,5,1,1,0.1,0.1364,0.54,0.1045,
1638,4,1,11,5,0,0,0,1,0.26,0.2727,0.65,0.1045,
1639,1,0,2,16,0,4,1,2,0.56,0.5303,0.35,0.2985,
1640,1,0,1,13,0,3,1,1,0.4,0.4091,0.62,0.2836,
1641,4,0,10,19,0,4,1,1,0.46,0.4545,0.51,0.3582,
1642,1,0,1,13,0,4,1,1,0.26,0.2727,0.35,0.1045,
1643,2,1,4,16,0,6,0,2,0.64,0.6212,0.27,0.3582,
1644,1,0,1,7,0,6,0,1,0.16,0.1818,0.59,0.1045,
1645,4,1,10,15,0,4,1,1,0.52,0.5,0.34,0.1642,
1646,3,1,7,8,0,3,1,1,0.7,0.6364,0.42,0.2537,
1647,3,0,6,4,0,4,1,1,0.58,0.5455,0.64,0.1343,
1648,4,1,11,22,0,3,1,3,0.3,0.2879,0.56,0.2537,
1649,1,1,3,11,0,5,1,1,0.38,0.3939,0.46,0.194,
1650,4,0,9,17,0,5,1,1,0.62,0.6212,0.53,0.194,
1651,4,1,11,22,0,2,1,1,0.26,0.2273,0.56,0.3284,
1652,3,0,8,1,0,2,1,1,0.56,0.5303,0.68,0.1045,
1653,1,0,2,18,0,3,1,1,0.34,0.2879,0.42,0.5522,
1654,4,0,10,3,0,3,1,1,0.46,0.4545,0.82,0.1045,
1655,3,0,6,16,0,5,1,1,0.8,0.697,0.33,0.4179,
1656,3,1,9,3,0,6,0,1,0.6,0.5909,0.73,0.2537,
1657,3,1,7,14,0,6,0,2,0.6,0.5455,0.88,0.2537,
1658,3,1,9,8,0,6,0,1,0.6,0.5909,0.73,0.2985,
1659,4,1,10,12,0,5,1,1,0.64,0.6061,0.69,0.2239,
1660,1,0,1,18,0,3,1,1,0.34,0.3182,0.61,0.2836,
1661,2,1,3,15,0,5,1,2,0.72,0.6515,0.42,0.1343,
1662,4,1,12,14,0,5,1,2,0.36,0.3485,0.71,0.1642,
1663,4,1,10,19,0,5,1,1,0.54,0.5152,0.88,0.1642,
1664,3,1,9,10,0,4,1,3,0.66,0.5909,0.94,0.1343,
1665,3,1,7,23,0,4,1,2,0.7,0.6515,0.51,0.2239,
1666,1,0,12,9,0,5,1,1,0.26,0.303,0.75,0,
1667,4,1,10,23,0,1,1,1,0.46,0.4545,0.63,0.2239,
1668,4,0,10,3,0,2,1,1,0.4,0.4091,0.87,0,
1669,4,0,10,13,0,0,0,1,0.66,0.6212,0.44,0.0896,
1670,4,0,11,12,0,2,1,1,0.5,0.4848,0.48,0.0896,
1671,4,1,10,17,0,4,1,1,0.7,0.6515,0.51,0.2239,
1672,2,0,4,11,0,2,1,3,0.32,0.2879,0.81,0.4478,
1673,2,0,4,16,0,6,0,2,0.38,0.3939,0.82,0,
1674,1,0,1,9,1,1,0,2,0.16,0.1515,0.47,0.2239,
1675,3,0,7,4,0,6,0,1,0.72,0.6818,0.66,0.1642,
1676,4,1,11,6,0,0,0,1,0.3,0.3182,0.87,0.0896,
1677,2,0,4,12,0,3,1,1,0.7,0.6515,0.48,0.3881,
1678,3,0,8,8,0,2,1,1,0.74,0.6818,0.58,0.2836,
1679,3,1,9,15,0,0,0,1,0.72,0.6515,0.32,0.2537,
1680,1,0,3,8,0,4,1,1,0.36,0.3485,0.66,0.1343,
1681,2,0,5,16,0,3,1,1,0.6,0.5909,0.73,0.194,
1682,2,1,6,11,0,3,1,1,0.84,0.7879,0.49,0.194,
1683,4,0,11,20,0,3,1,2,0.32,0.303,0.57,0.2836,
1684,1,1,3,5,0,6,0,2,0.42,0.4242,0.94,0.0896,
1685,1,1,2,22,0,1,1,1,0.3,0.303,0.65,0.1343,
1686,2,0,5,0,1,1,0,1,0.64,0.5606,0.94,0.194,
1687,3,0,6,9,0,6,0,1,0.72,0.6515,0.45,0.2537,
1688,1,1,2,13,0,4,1,3,0.34,0.3182,0.71,0.2537,
1689,2,0,6,6,0,3,1,1,0.64,0.5758,0.89,0.1343,
1690,3,1,6,9,0,4,1,1,0.7,0.6515,0.54,0.1642,
1691,4,0,11,13,0,2,1,1,0.48,0.4697,0.55,0.194,
1692,2,1,6,17,0,3,1,1,0.9,0.8182,0.37,0,
1693,4,1,10,4,0,3,1,2,0.6,0.5,1,0,
1694,2,1,5,21,0,5,1,1,0.6,0.6061,0.28,0.1045,
1695,4,0,11,7,0,4,1,3,0.34,0.3182,0.61,0.2836,
1696,4,0,10,0,0,5,1,1,0.4,0.4091,0.62,0.2537,
1697,1,1,1,20,0,5,1,1,0.42,0.4242,0.41,0.194,
1698,1,0,12,14,0,4,1,2,0.46,0.4545,0.63,0,
1699,3,1,9,7,0,0,0,1,0.54,0.5152,0.73,0.1642,
1700,1,1,3,22,0,6,0,1,0.26,0.2576,0.44,0.1642,
1701,3,0,9,11,0,2,1,3,0.56,0.5303,0.88,0.1642,
1702,1,1,2,10,0,6,0,1,0.26,0.2273,0.6,0.3582,
1703,3,0,7,9,0,6,0,1,0.84,0.7879,0.49,0.1642,
1704,3,1,6,2,0,2,1,1,0.56,0.5303,0.43,0.2836,
1705,2,1,5,7,0,3,1,1,0.58,0.5455,0.83,0,
1706,1,1,2,8,0,3,1,3,0.36,0.3636,0.73,0.1045,
1707,3,0,6,17,0,6,0,1,0.74,0.6667,0.42,0.2239,
1708,2,0,5,7,0,4,1,2,0.62,0.5455,0.94,0.2537,
1709,2,1,5,8,0,6,0,1,0.58,0.5455,0.83,0.0896,
1710,2,1,6,17,0,1,1,2,0.6,0.5909,0.73,0.194,
1711,3,1,8,7,0,6,0,1,0.72,0.697,0.77,0.1642,
1712,2,1,5,20,0,4,1,1,0.68,0.6364,0.44,0.1642,
1713,3,1,9,1,0,2,1,1,0.68,0.6364,0.82,0.1343,
1714,3,0,8,12,0,5,1,2,0.74,0.6818,0.62,0.0896,
1715,1,0,3,2,0,4,1,1,0.34,0.303,0.71,0.2985,
1716,4,1,12,8,0,0,0,3,0.4,0.4091,0.87,0.1642,
1717,3,1,8,6,0,4,1,2,0.6,0.5455,0.88,0.0896,
1718,3,0,9,5,0,0,0,1,0.64,0.5758,0.83,0.1343,
1719,4,0,12,11,0,0,0,2,0.24,0.2273,0.6,0.2239,
1720,4,1,11,16,0,2,1,1,0.34,0.3333,0.46,0.1642,
1721,2,1,4,14,0,2,1,1,0.56,0.5303,0.21,0.2239,
1722,1,0,12,20,0,6,0,1,0.42,0.4242,0.54,0.2239,
1723,2,1,3,18,0,3,1,1,0.6,0.5909,0.69,0,
1724,2,1,3,16,0,4,1,1,0.52,0.5,0.36,0.3284,
1725,4,1,10,23,0,2,1,1,0.4,0.4091,0.71,0,
1726,1,0,2,8,0,6,0,2,0.24,0.2879,0.6,0,
1727,1,0,2,2,0,4,1,3,0.14,0.1515,0.8,0.1343,
1728,3,0,9,11,0,0,0,1,0.52,0.5,0.68,0.2239,
1729,1,1,3,5,0,6,0,1,0.22,0.2121,0.42,0.2836,
1730,1,0,1,12,0,3,1,1,0.26,0.2273,0.33,0.3284,
1731,3,0,7,4,0,4,1,1,0.64,0.5758,0.89,0.1045,
1732,2,1,4,18,0,0,0,1,0.62,0.6061,0.25,0.3284,
1733,2,0,4,2,0,5,1,3,0.26,0.2576,0.93,0.194,
1734,3,0,8,5,0,5,1,1,0.64,0.5758,0.83,0,
1735,3,0,6,13,0,6,0,1,0.74,0.6515,0.4,0.2836,
1736,4,0,10,19,0,6,0,1,0.24,0.2121,0.87,0.3582,
1737,2,1,4,4,0,1,1,3,0.3,0.2879,0.81,0.2836,
1738,3,0,9,15,0,2,1,1,0.74,0.6667,0.51,0.2985,
1739,2,0,5,0,0,3,1,3,0.52,0.5,0.77,0.1642,
1740,4,0,10,13,0,4,1,2,0.5,0.4848,0.88,0.1642,
1741,4,1,10,20,0,6,0,2,0.52,0.5,0.72,0.2239,
1742,4,1,12,20,0,1,1,1,0.46,0.4545,0.88,0.2537,
1743,4,0,12,22,0,4,1,1,0.26,0.2727,0.65,0.1343,
1744,3,1,9,16,0,3,1,1,0.62,0.6212,0.35,0,
1745,3,1,6,14,0,6,0,1,0.78,0.6818,0.33,0.2537,
1746,1,0,3,5,0,3,1,2,0.3,0.3182,0.93,0.1045,
1747,4,0,10,15,0,5,1,1,0.66,0.6212,0.41,0,
1748,3,0,6,16,0,2,1,1,0.8,0.7727,0.59,0.2239,
1749,4,1,11,7,0,4,1,2,0.36,0.3485,0.57,0.1642,
1750,3,1,8,8,0,0,0,2,0.64,0.6061,0.69,0.1045,
1751,3,0,8,13,0,0,0,1,0.76,0.6818,0.45,0.3582,
1752,1,1,2,18,0,0,0,1,0.3,0.2879,0.52,0.2537,
1753,1,0,3,10,0,6,0,1,0.44,0.4394,0.38,0.4179,
1754,1,1,2,13,0,4,1,1,0.52,0.5,0.39,0.194,
1755,4,0,10,8,0,6,0,1,0.46,0.4545,0.82,0,
1756,2,1,6,5,0,6,0,1,0.54,0.5152,0.68,0.1045,
1757,3,0,9,13,0,5,1,2,0.68,0.6364,0.65,0.1343,
1758,4,0,11,20,0,3,1,1,0.4,0.4091,0.66,0.1343,
1759,2,1,4,14,0,5,1,1,0.52,0.5,0.27,0,
1760,3,1,8,7,0,0,0,1,0.74,0.7121,0.74,0.2985,
1761,4,0,11,5,0,4,1,1,0.32,0.3333,0.81,0.1343,
1762,2,1,6,0,0,5,1,1,0.56,0.5303,0.56,0.1642,
1763,3,1,9,7,0,5,1,1,0.64,0.5758,0.89,0.1045,
1764,3,1,6,6,0,6,0,1,0.64,0.5758,0.89,0.1642,
1765,1,1,3,11,0,0,0,1,0.36,0.3333,0.43,0.2836,
1766,2,0,3,6,0,2,1,1,0.4,0.4091,0.87,0.2537,
1767,4,0,10,12,0,6,0,2,0.4,0.4091,0.82,0.2537,
1768,1,1,1,10,0,4,1,1,0.14,0.2121,0.59,0,
1769,4,1,12,17,0,3,1,1,0.44,0.4394,0.35,0.2836,
1770,2,1,5,10,0,5,1,2,0.62,0.5909,0.73,0.1343,
1771,1,1,1,21,0,1,1,2,0.26,0.2424,1,0.2836,
1772,3,0,7,10,0,6,0,1,0.86,0.7879,0.41,0.2239,
1773,3,0,7,17,0,0,0,3,0.8,0.7424,0.49,0.8507,
1774,3,1,8,22,0,4,1,1,0.7,0.6515,0.7,0,
1775,2,0,5,19,0,4,1,2,0.6,0.6061,0.64,0.194,
1776,2,1,6,1,0,3,1,1,0.68,0.6364,0.79,0.194,
1777,4,0,11,12,0,3,1,1,0.46,0.4545,0.55,0.1642,
1778,2,1,6,4,0,6,0,1,0.54,0.5152,0.68,0.2836,
1779,2,0,5,22,0,6,0,1,0.6,0.5909,0.69,0.1343,
1780,3,1,7,9,0,3,1,1,0.82,0.7879,0.56,0,
1781,4,1,12,12,0,1,1,3,0.44,0.4394,1,0.2239,
1782,3,0,9,13,0,1,1,1,0.72,0.6667,0.54,0.1045,
1783,3,1,7,14,0,1,1,2,0.74,0.6818,0.55,0.2537,
1784,3,1,8,11,0,0,0,3,0.64,0.5909,0.78,0.1642,
1785,2,1,4,10,0,5,1,1,0.36,0.3333,0.4,0.3284,
1786,2,1,3,10,0,2,1,1,0.26,0.2576,0.35,0.2239,
1787,1,0,12,14,0,6,0,1,0.34,0.303,0.39,0.2985,
1788,1,0,1,3,0,0,0,1,0.22,0.2727,0.69,0,
1789,2,1,5,3,0,0,0,2,0.54,0.5152,0.83,0.194,
1790,4,1,11,12,0,2,1,2,0.42,0.4242,0.67,0,
1791,2,0,4,20,0,5,1,1,0.32,0.3182,0.53,0.194,
1792,4,0,10,8,0,2,1,2,0.56,0.5303,0.83,0.1045,
1793,4,1,11,20,0,5,1,1,0.46,0.4545,0.41,0.0896,
1794,1,1,3,16,0,4,1,1,0.72,0.6515,0.37,0.3881,
1795,2,0,5,0,0,3,1,2,0.54,0.5152,0.88,0.2239,
1796,3,1,7,5,0,4,1,2,0.72,0.6818,0.7,0.1045,
1797,3,1,7,3,0,0,0,1,0.66,0.6212,0.69,0.2239,
1798,4,0,9,17,0,0,0,1,0.68,0.6364,0.74,0,
1799,1,1,3,15,0,6,0,1,0.48,0.4697,0.29,0.2985,
1800,1,0,2,2,0,4,1,2,0.34,0.3182,0.53,0.2239,
1801,3,1,7,16,0,1,1,3,0.76,0.7273,0.66,0.5821,
1802,3,0,8,1,0,6,0,1,0.66,0.6061,0.78,0.1642,
1803,2,0,5,3,0,6,0,1,0.48,0.4697,0.82,0.1045,
1804,1,1,2,21,0,6,0,1,0.24,0.2121,0.35,0.3284,
1805,4,0,10,9,0,5,1,2,0.42,0.4242,0.58,0.1343,
1806,2,1,3,18,0,0,0,1,0.5,0.4848,0.72,0.0896,
1807,1,0,1,16,0,2,1,2,0.32,0.3485,0.42,0,
1808,1,1,12,3,0,6,0,1,0.26,0.2121,0.48,0.4478,
1809,3,1,8,21,0,6,0,1,0.8,0.7727,0.59,0.2537,
1810,2,0,5,3,0,4,1,1,0.48,0.4697,1,0,
1811,1,1,2,0,0,6,0,2,0.3,0.303,0.7,0.1343,
1812,1,1,1,19,1,1,0,1,0.26,0.2424,0.56,0.2836,
1813,3,1,8,1,0,5,1,2,0.64,0.6061,0.73,0,
1814,1,0,1,10,0,0,0,1,0.14,0.1061,0.46,0.3881,
1815,1,1,2,1,0,6,0,1,0.26,0.2727,0.7,0.1045,
1816,4,1,12,4,0,4,1,1,0.22,0.2121,0.55,0.2985,
1817,2,0,5,20,0,3,1,3,0.56,0.5303,0.88,0.1343,
1818,2,0,3,7,0,3,1,2,0.32,0.3333,0.45,0.1045,
1819,1,0,2,20,0,2,1,1,0.26,0.2727,0.33,0.1045,
1820,3,0,8,15,0,2,1,1,0.72,0.6515,0.34,0.2239,
1821,2,0,5,14,0,3,1,1,0.74,0.6818,0.55,0.1642,
1822,2,1,4,7,0,3,1,1,0.28,0.2879,0.52,0.1343,
1823,3,0,8,5,0,4,1,2,0.68,0.6364,0.89,0,
1824,1,0,2,5,0,1,1,2,0.34,0.3636,0.93,0,
1825,4,1,9,7,0,5,1,2,0.56,0.5303,0.94,0,
1826,1,1,1,19,0,4,1,1,0.34,0.3485,0.34,0.0896,
1827,4,1,11,6,0,6,0,1,0.24,0.2273,0.7,0.2239,
1828,1,1,1,20,0,3,1,2,0.2,0.197,0.4,0.194,
1829,4,0,11,4,0,0,0,1,0.24,0.2879,0.87,0,
1830,1,1,12,11,1,2,0,1,0.3,0.3182,0.75,0.0896,
1831,4,0,11,15,0,4,1,2,0.34,0.303,0.49,0.4478,
1832,4,1,10,11,0,2,1,2,0.48,0.4697,0.69,0.194,
1833,4,1,12,19,0,0,0,3,0.38,0.3939,0.94,0.0896,
1834,3,1,7,13,0,4,1,1,0.8,0.697,0.33,0.2239,
1835,1,0,2,20,0,0,0,2,0.34,0.3636,0.42,0,
1836,2,1,5,9,0,2,1,2,0.58,0.5455,0.88,0.0896,
1837,2,1,4,2,0,1,1,1,0.42,0.4242,0.71,0.1343,
1838,1,0,1,20,0,2,1,3,0.16,0.1515,0.93,0.194,
1839,3,0,9,22,0,5,1,2,0.64,0.6061,0.73,0.1642,
1840,1,1,3,4,0,5,1,2,0.4,0.4091,0.87,0.2537,
1841,2,1,4,12,0,1,1,3,0.34,0.303,0.71,0.3582,
1842,3,0,7,20,0,4,1,1,0.84,0.8939,0.71,0.2239,
1843,1,1,1,2,0,4,1,3,0.36,0.3485,0.93,0.2537,
1844,2,1,6,8,0,0,0,1,0.54,0.5152,0.6,0.0896,
1845,1,0,1,13,0,5,1,2,0.2,0.1818,0.37,0.2836,
1846,1,1,3,22,0,5,1,1,0.34,0.2879,0.31,0.4925,
1847,2,1,4,7,0,5,1,1,0.42,0.4242,0.94,0,
1848,2,0,5,10,0,0,0,2,0.66,0.6061,0.83,0.2239,
1849,1,0,3,8,0,3,1,2,0.24,0.2424,0.87,0.1343,
1850,2,1,3,11,0,1,1,1,0.48,0.4697,0.31,0.5821,
1851,2,1,5,18,0,5,1,1,0.64,0.6212,0.38,0.2239,
1852,4,0,12,12,0,1,1,1,0.28,0.2879,0.52,0.1045,
1853,1,0,2,9,0,6,0,2,0.26,0.2576,0.56,0.1642,
1854,2,0,4,18,0,1,1,2,0.72,0.6364,0.23,0.4925,
1855,3,0,9,5,0,5,1,1,0.38,0.3939,0.76,0.194,
1856,1,1,2,20,0,0,0,1,0.28,0.2727,0.56,0.194,
1857,4,0,12,23,0,1,1,2,0.46,0.4545,0.88,0.1343,
1858,2,0,4,21,0,1,1,1,0.56,0.5303,0.37,0.2836,
1859,2,0,6,11,0,6,0,1,0.76,0.7121,0.62,0.1343,
1860,1,0,3,11,0,3,1,1,0.34,0.303,0.53,0.3284,
1861,4,0,11,21,0,6,0,1,0.32,0.3485,0.66,0,
1862,1,0,3,18,0,2,1,2,0.36,0.3333,0.62,0.2985,
1863,3,1,7,12,0,5,1,1,0.88,0.7576,0.28,0.1045,
1864,4,1,12,23,0,0,0,2,0.36,0.3485,0.93,0.1343,
1865,2,0,4,4,0,5,1,1,0.34,0.3182,0.53,0.2836,
1866,4,0,10,23,0,0,0,1,0.36,0.3636,0.81,0.0896,
1867,2,0,5,21,0,3,1,1,0.4,0.4091,0.62,0.1642,
1868,4,1,11,15,0,6,0,2,0.36,0.3182,0.46,0.4478,
1869,3,1,9,16,0,2,1,1,0.76,0.7273,0.7,0.4179,
1870,3,0,7,11,1,1,0,2,0.76,0.697,0.55,0.0896,
1871,3,0,7,1,0,0,0,1,0.7,0.6515,0.61,0.1343,
1872,1,0,12,1,0,4,1,1,0.22,0.2121,0.47,0.2239,
1873,4,1,12,3,0,3,1,1,0.48,0.4697,0.67,0.1343,
1874,2,1,6,21,0,5,1,3,0.64,0.5909,0.78,0.2537,
1875,4,1,12,8,0,3,1,1,0.24,0.2576,0.87,0.1045,
1876,2,1,6,11,0,3,1,1,0.62,0.6212,0.43,0.0896,
1877,1,1,3,4,0,2,1,2,0.46,0.4545,0.82,0.194,
1878,4,0,10,18,0,0,0,1,0.5,0.4848,0.63,0.1045,
1879,3,1,9,18,0,6,0,3,0.58,0.5455,0.83,0.1343,
1880,2,1,4,5,0,1,1,1,0.38,0.3939,0.62,0.2537,
1881,4,1,11,19,0,0,0,1,0.26,0.303,0.41,0,
1882,3,0,8,10,0,1,1,1,0.7,0.6515,0.48,0.2836,
1883,2,1,5,19,0,5,1,1,0.62,0.6212,0.41,0.194,
1884,3,0,9,3,0,4,1,3,0.62,0.5455,0.94,0,
1885,2,0,5,16,0,4,1,2,0.8,0.7424,0.49,0.3582,
1886,1,0,1,12,0,1,1,2,0.18,0.2121,0.55,0.1045,
1887,4,0,12,3,0,1,1,1,0.18,0.2424,0.74,0,
1888,1,0,12,1,0,6,0,2,0.32,0.3485,0.66,0,
1889,1,0,2,14,0,1,1,1,0.6,0.5909,0.15,0.4925,
